Station,Year,Month,Day,Maximum temparature (celcius),Minimum temparature (celcius),Rainfall (millimetres)
AU_QLD_098,2007,07,24,7,1,14.3
AU_QLD_098,2007,07,25,29,-3,338.3
AU_QLD_098,2007,07,26,38,0,163.2
AU_QLD_098,2007,07,27,9,-4,164.2
AU_QLD_098,2007,07,28,7,0,62.1
AU_QLD_098,2007,07,29,28,20,242.7
AU_QLD_098,2007,07,30,20,2,252.5
AU_QLD_098,2007,07,31,10,3,392.5
AU_QLD_098,2007,08,01,20,0,158.2
AU_QLD_098,2007,08,02,34,17,73.5
AU_QLD_098,2007,08,03,13,-2,150.5
AU_QLD_098,2007,08,04,37,31,136.0
AU_QLD_098,2007,08,05,11,2,328.6
AU_QLD_098,2007,08,06,21,-4,153.1
AU_QLD_098,2007,08,07,24,18,154.4
AU_QLD_098,2007,08,08,31,16,372.4
AU_QLD_098,2007,08,09,33,8,387.3
AU_QLD_098,2007,08,10,9,3,370.3
AU_QLD_098,2007,08,11,7,-3,31.0
AU_QLD_098,2007,08,12,36,19,237.7
AU_QLD_098,2007,08,13,10,-3,280.5
AU_QLD_098,2007,08,14,18,8,116.8
AU_QLD_098,2007,08,15,23,2,46.2
AU_QLD_098,2007,08,16,0,0,68.4
AU_QLD_098,2007,08,17,12,1,112.6
AU_QLD_098,2007,08,18,29,5,63.1
AU_QLD_098,2007,08,19,14,-5,385.0
AU_QLD_098,2007,08,20,33,7,265.7
AU_QLD_098,2007,08,21,9,-4,19.1
AU_QLD_098,2007,08,22,14,3,69.6
AU_QLD_098,2007,08,23,15,0,110.7
AU_QLD_098,2007,08,24,18,6,220.6
AU_QLD_098,2007,08,25,23,11,42.8
AU_QLD_098,2007,08,26,27,14,117.8
AU_QLD_098,2007,08,27,23,15,96.1
AU_QLD_098,2007,08,28,0,-4,110.6
AU_QLD_098,2007,08,29,10,4,60.7
AU_QLD_098,2007,08,30,14,8,305.0
AU_QLD_098,2007,08,31,3,-3,301.8
AU_QLD_098,2007,09,01,8,0,271.1
AU_QLD_098,2007,09,02,16,1,115.5
AU_QLD_098,2007,09,03,6,-3,280.2
AU_QLD_098,2007,09,04,31,1,256.1
AU_QLD_098,2007,09,05,31,14,112.8
AU_QLD_098,2007,09,06,27,4,135.4
AU_QLD_098,2007,09,07,30,8,316.5
AU_QLD_098,2007,09,08,23,0,304.1
AU_QLD_098,2007,09,09,39,21,18.2
AU_QLD_098,2007,09,10,1,-5,129.8
AU_QLD_098,2007,09,11,34,7,204.7
AU_QLD_098,2007,09,12,24,7,21.7
AU_QLD_098,2007,09,13,7,-1,69.4
AU_QLD_098,2007,09,14,14,-2,313.1
AU_QLD_098,2007,09,15,1,-5,41.8
AU_QLD_098,2007,09,16,7,-4,345.8
AU_QLD_098,2007,09,17,27,-5,233.4
AU_QLD_098,2007,09,18,16,6,103.1
AU_QLD_098,2007,09,19,13,2,52.2
AU_QLD_098,2007,09,20,32,2,308.6
AU_QLD_098,2007,09,21,31,11,319.4
AU_QLD_098,2007,09,22,33,16,213.2
AU_QLD_098,2007,09,23,27,5,126.7
AU_QLD_098,2007,09,24,15,5,382.5
AU_QLD_098,2007,09,25,15,0,88.0
AU_QLD_098,2007,09,26,31,19,106.8
AU_QLD_098,2007,09,27,8,1,102.0
AU_QLD_098,2007,09,28,25,3,192.0
AU_QLD_098,2007,09,29,0,-5,307.4
AU_QLD_098,2007,09,30,23,-5,287.1
AU_QLD_098,2007,10,01,1,-5,189.2
AU_QLD_098,2007,10,02,35,14,371.8
AU_QLD_098,2007,10,03,23,17,98.8
AU_QLD_098,2007,10,04,20,9,188.7
AU_QLD_098,2007,10,05,2,-4,388.2
AU_QLD_098,2007,10,06,33,9,94.4
AU_QLD_098,2007,10,07,9,-4,181.7
AU_QLD_098,2007,10,08,35,11,27.2
AU_QLD_098,2007,10,09,15,-3,187.7
AU_QLD_098,2007,10,10,39,26,26.1
AU_QLD_098,2007,10,11,9,-5,172.3
AU_QLD_098,2007,10,12,18,6,339.6
AU_QLD_098,2007,10,13,13,5,147.1
AU_QLD_098,2007,10,14,10,0,32.7
AU_QLD_098,2007,10,15,20,-5,41.5
AU_QLD_098,2007,10,16,27,14,14.3
AU_QLD_098,2007,10,17,32,0,299.6
AU_QLD_098,2007,10,18,15,-1,73.5
AU_QLD_098,2007,10,19,22,15,42.8
AU_QLD_098,2007,10,20,36,16,259.6
AU_QLD_098,2007,10,21,29,-2,342.5
AU_QLD_098,2007,10,22,26,8,156.3
AU_QLD_098,2007,10,23,37,0,146.0
AU_QLD_098,2007,10,24,26,0,379.0
AU_QLD_098,2007,10,25,0,-2,259.0
AU_QLD_098,2007,10,26,39,21,99.4
AU_QLD_098,2007,10,27,20,-1,128.7
AU_QLD_098,2007,10,28,16,3,190.2
AU_QLD_098,2007,10,29,39,23,2.7
AU_QLD_098,2007,10,30,20,7,326.6
AU_QLD_098,2007,10,31,1,-5,213.1
AU_QLD_098,2007,11,01,3,-4,358.2
AU_QLD_098,2007,11,02,13,1,389.7
AU_QLD_098,2007,11,03,3,-3,300.1
AU_QLD_098,2007,11,04,39,26,290.7
AU_QLD_098,2007,11,05,33,8,330.2
AU_QLD_098,2007,11,06,6,-1,236.5
AU_QLD_098,2007,11,07,3,-3,96.1
AU_QLD_098,2007,11,08,19,11,70.1
AU_QLD_098,2007,11,09,20,12,211.5
AU_QLD_098,2007,11,10,32,26,54.7
AU_QLD_098,2007,11,11,8,-5,249.8
AU_QLD_098,2007,11,12,26,1,179.1
AU_QLD_098,2007,11,13,19,11,234.5
AU_QLD_098,2007,11,14,7,-2,246.4
AU_QLD_098,2007,11,15,5,-2,208.0
AU_QLD_098,2007,11,16,8,-3,105.4
AU_QLD_098,2007,11,17,8,1,183.6
AU_QLD_098,2007,11,18,24,16,362.4
AU_QLD_098,2007,11,19,0,-8,237.7
AU_QLD_098,2007,11,20,34,11,8.7
AU_QLD_098,2007,11,21,9,-5,66.8
AU_QLD_098,2007,11,22,30,-1,292.0
AU_QLD_098,2007,11,23,29,3,41.4
AU_QLD_098,2007,11,24,12,-5,321.2
AU_QLD_098,2007,11,25,19,8,229.0
AU_QLD_098,2007,11,26,6,-5,325.4
AU_QLD_098,2007,11,27,0,-4,284.3
AU_QLD_098,2007,11,28,34,25,181.2
AU_QLD_098,2007,11,29,1,-5,183.3
AU_QLD_098,2007,11,30,30,18,300.2
AU_QLD_098,2007,12,01,22,15,159.0
AU_QLD_098,2007,12,02,2,-4,292.2
AU_QLD_098,2007,12,03,1,-5,177.3
AU_QLD_098,2007,12,04,9,-2,170.4
AU_QLD_098,2007,12,05,20,2,107.3
AU_QLD_098,2007,12,06,7,-2,190.2
AU_QLD_098,2007,12,07,14,4,12.8
AU_QLD_098,2007,12,08,27,17,144.1
AU_QLD_098,2007,12,09,6,0,167.3
AU_QLD_098,2007,12,10,6,0,212.1
AU_QLD_098,2007,12,11,22,14,272.6
AU_QLD_098,2007,12,12,34,-1,318.7
AU_QLD_098,2007,12,13,32,-5,317.3
AU_QLD_098,2007,12,14,36,-4,262.6
AU_QLD_098,2007,12,15,36,-4,69.3
AU_QLD_098,2007,12,16,18,1,53.5
AU_QLD_098,2007,12,17,16,2,84.6
AU_QLD_098,2007,12,18,37,9,294.3
AU_QLD_098,2007,12,19,6,0,389.5
AU_QLD_098,2007,12,20,8,1,309.6
AU_QLD_098,2007,12,21,9,1,134.3
AU_QLD_098,2007,12,22,14,-3,387.5
AU_QLD_098,2007,12,23,7,-2,375.8
AU_QLD_098,2007,12,24,7,-4,335.1
AU_QLD_098,2007,12,25,24,7,154.2
AU_QLD_098,2007,12,26,35,29,285.3
AU_QLD_098,2007,12,27,13,4,228.5
AU_QLD_098,2007,12,28,13,-5,339.2
AU_QLD_098,2007,12,29,17,-1,346.5
AU_QLD_098,2007,12,30,0,-6,295.4
AU_QLD_098,2007,12,31,27,1,245.3
AU_QLD_098,2008,01,01,29,5,18.6
AU_QLD_098,2008,01,02,34,25,62.0
AU_QLD_098,2008,01,03,19,10,207.7
AU_QLD_098,2008,01,04,31,17,289.1
AU_QLD_098,2008,01,05,29,4,251.0
AU_QLD_098,2008,01,06,38,27,238.7
AU_QLD_098,2008,01,07,31,4,54.5
AU_QLD_098,2008,01,08,28,-3,291.1
AU_QLD_098,2008,01,09,1,-5,257.5
AU_QLD_098,2008,01,10,1,-5,339.2
AU_QLD_098,2008,01,11,2,-4,318.6
AU_QLD_098,2008,01,12,8,-3,177.0
AU_QLD_098,2008,01,13,21,13,83.7
AU_QLD_098,2008,01,14,34,17,229.6
AU_QLD_098,2008,01,15,23,-3,70.7
AU_QLD_098,2008,01,16,6,-1,197.4
AU_QLD_098,2008,01,17,38,17,65.0
AU_QLD_098,2008,01,18,19,8,365.4
AU_QLD_098,2008,01,19,19,10,15.1
AU_QLD_098,2008,01,20,4,-4,375.2
AU_QLD_098,2008,01,21,32,22,221.2
AU_QLD_098,2008,01,22,2,-4,355.2
AU_QLD_098,2008,01,23,3,-3,265.6
AU_QLD_098,2008,01,24,5,-3,192.7
AU_QLD_098,2008,01,25,17,-5,22.2
AU_QLD_098,2008,01,26,27,5,80.0
AU_QLD_098,2008,01,27,11,-4,86.4
AU_QLD_098,2008,01,28,7,-2,215.0
AU_QLD_098,2008,01,29,19,-4,366.8
AU_QLD_098,2008,01,30,35,3,92.6
AU_QLD_098,2008,01,31,39,25,53.2
AU_QLD_098,2008,02,01,13,-1,167.0
AU_QLD_098,2008,02,02,5,-1,372.3
AU_QLD_098,2008,02,03,5,-2,177.6
AU_QLD_098,2008,02,04,37,14,262.0
AU_QLD_098,2008,02,05,13,-3,102.5
AU_QLD_098,2008,02,06,10,4,345.3
AU_QLD_098,2008,02,07,7,-4,5.7
AU_QLD_098,2008,02,08,0,-3,236.3
AU_QLD_098,2008,02,09,18,0,78.6
AU_QLD_098,2008,02,10,31,0,126.1
AU_QLD_098,2008,02,11,5,-1,146.4
AU_QLD_098,2008,02,12,22,11,181.6
AU_QLD_098,2008,02,13,34,24,343.4
AU_QLD_098,2008,02,14,0,-8,388.6
AU_QLD_098,2008,02,15,12,5,81.4
AU_QLD_098,2008,02,16,26,15,162.0
AU_QLD_098,2008,02,17,9,-1,89.0
AU_QLD_098,2008,02,18,34,27,266.6
AU_QLD_098,2008,02,19,15,-3,282.2
AU_QLD_098,2008,02,20,9,-5,181.8
AU_QLD_098,2008,02,21,34,2,126.5
AU_QLD_098,2008,02,22,10,-4,113.3
AU_QLD_098,2008,02,23,4,-3,149.7
AU_QLD_098,2008,02,24,0,-3,301.0
AU_QLD_098,2008,02,25,12,-3,365.7
AU_QLD_098,2008,02,26,27,13,58.5
AU_QLD_098,2008,02,27,0,-9,106.5
AU_QLD_098,2008,02,28,19,4,363.8
AU_QLD_098,2008,02,29,1,-5,207.8
AU_QLD_098,2008,03,01,3,-3,197.4
AU_QLD_098,2008,03,02,21,0,243.8
AU_QLD_098,2008,03,03,23,0,319.3
AU_QLD_098,2008,03,04,8,-1,189.0
AU_QLD_098,2008,03,05,13,3,355.4
AU_QLD_098,2008,03,06,18,2,72.6
AU_QLD_098,2008,03,07,15,5,90.6
AU_QLD_098,2008,03,08,20,-2,47.1
AU_QLD_098,2008,03,09,23,-4,244.6
AU_QLD_098,2008,03,10,34,3,129.1
AU_QLD_098,2008,03,11,26,13,77.8
AU_QLD_098,2008,03,12,17,-3,190.3
AU_QLD_098,2008,03,13,13,7,312.6
AU_QLD_098,2008,03,14,26,-3,87.7
AU_QLD_098,2008,03,15,10,-1,200.0
AU_QLD_098,2008,03,16,5,-3,257.8
AU_QLD_098,2008,03,17,36,19,161.0
AU_QLD_098,2008,03,18,6,-3,146.5
AU_QLD_098,2008,03,19,6,-1,395.7
AU_QLD_098,2008,03,20,12,-4,194.5
AU_QLD_098,2008,03,21,31,14,255.6
AU_QLD_098,2008,03,22,28,22,203.3
AU_QLD_098,2008,03,23,24,-2,103.7
AU_QLD_098,2008,03,24,9,3,185.4
AU_QLD_098,2008,03,25,27,14,130.6
AU_QLD_098,2008,03,26,39,25,43.3
AU_QLD_098,2008,03,27,22,-5,61.6
AU_QLD_098,2008,03,28,27,9,79.7
AU_QLD_098,2008,03,29,30,12,42.0
AU_QLD_098,2008,03,30,4,-2,393.2
AU_QLD_098,2008,03,31,28,11,140.7
AU_QLD_098,2008,04,01,5,-3,220.1
AU_QLD_098,2008,04,02,11,-2,9.0
AU_QLD_098,2008,04,03,24,0,46.3
AU_QLD_098,2008,04,04,15,6,230.1
AU_QLD_098,2008,04,05,11,-2,360.1
AU_QLD_098,2008,04,06,22,10,78.8
AU_QLD_098,2008,04,07,22,6,324.1
AU_QLD_098,2008,04,08,18,8,43.6
AU_QLD_098,2008,04,09,3,-5,45.5
AU_QLD_098,2008,04,10,13,0,267.1
AU_QLD_098,2008,04,11,29,3,17.1
AU_QLD_098,2008,04,12,36,20,107.4
AU_QLD_098,2008,04,13,25,9,226.2
AU_QLD_098,2008,04,14,12,-3,303.6
AU_QLD_098,2008,04,15,23,13,336.2
AU_QLD_098,2008,04,16,7,-3,232.7
AU_QLD_098,2008,04,17,24,1,32.2
AU_QLD_098,2008,04,18,8,-2,91.6
AU_QLD_098,2008,04,19,33,7,328.3
AU_QLD_098,2008,04,20,10,-2,64.3
AU_QLD_098,2008,04,21,39,0,255.7
AU_QLD_098,2008,04,22,12,5,96.3
AU_QLD_098,2008,04,23,1,-5,209.5
AU_QLD_098,2008,04,24,15,-5,230.7
AU_QLD_098,2008,04,25,25,5,313.3
AU_QLD_098,2008,04,26,6,-5,383.8
AU_QLD_098,2008,04,27,10,-2,149.5
AU_QLD_098,2008,04,28,28,22,361.5
AU_QLD_098,2008,04,29,26,0,86.5
AU_QLD_098,2008,04,30,25,11,359.0
AU_QLD_098,2008,05,01,1,-5,332.2
AU_QLD_098,2008,05,02,29,10,314.6
AU_QLD_098,2008,05,03,8,-1,333.0
AU_QLD_098,2008,05,04,27,10,185.7
AU_QLD_098,2008,05,05,35,15,142.2
AU_QLD_098,2008,05,06,23,12,26.1
AU_QLD_098,2008,05,07,15,7,360.3
AU_QLD_098,2008,05,08,8,-1,54.3
AU_QLD_098,2008,05,09,36,28,164.0
AU_QLD_098,2008,05,10,30,13,376.3
AU_QLD_098,2008,05,11,19,0,63.1
AU_QLD_098,2008,05,12,4,-2,190.6
AU_QLD_098,2008,05,13,8,-5,166.0
AU_QLD_098,2008,05,14,30,23,262.7
AU_QLD_098,2008,05,15,0,-5,26.0
AU_QLD_098,2008,05,16,28,5,370.8
AU_QLD_098,2008,05,17,36,19,205.3
AU_QLD_098,2008,05,18,5,-2,372.3
AU_QLD_098,2008,05,19,36,22,275.1
AU_QLD_098,2008,05,20,28,20,130.2
AU_QLD_098,2008,05,21,29,-3,130.4
AU_QLD_098,2008,05,22,6,-5,194.5
AU_QLD_098,2008,05,23,19,-1,273.7
AU_QLD_098,2008,05,24,18,10,254.0
AU_QLD_098,2008,05,25,15,1,92.7
AU_QLD_098,2008,05,26,7,-3,289.7
AU_QLD_098,2008,05,27,33,20,158.5
AU_QLD_098,2008,05,28,16,-1,136.3
AU_QLD_098,2008,05,29,6,-4,132.7
AU_QLD_098,2008,05,30,27,17,2.3
AU_QLD_098,2008,05,31,19,2,352.3
AU_QLD_098,2008,06,01,5,-3,368.1
AU_QLD_098,2008,06,02,15,-3,212.4
AU_QLD_098,2008,06,03,7,-5,293.3
AU_QLD_098,2008,06,04,20,14,194.8
AU_QLD_098,2008,06,05,36,18,262.5
AU_QLD_098,2008,06,06,23,0,130.8
AU_QLD_098,2008,06,07,32,-4,250.3
AU_QLD_098,2008,06,08,27,11,348.0
AU_QLD_098,2008,06,09,26,9,346.3
AU_QLD_098,2008,06,10,9,-2,105.8
AU_QLD_098,2008,06,11,2,-4,194.0
AU_QLD_098,2008,06,12,3,-5,341.4
AU_QLD_098,2008,06,13,11,1,142.3
AU_QLD_098,2008,06,14,4,-2,288.5
AU_QLD_098,2008,06,15,25,0,93.0
AU_QLD_098,2008,06,16,33,23,184.3
AU_QLD_098,2008,06,17,28,15,257.5
AU_QLD_098,2008,06,18,34,27,15.7
AU_QLD_098,2008,06,19,35,4,349.2
AU_QLD_098,2008,06,20,9,-5,299.4
AU_QLD_098,2008,06,21,1,-5,373.7
AU_QLD_098,2008,06,22,17,8,272.6
AU_QLD_098,2008,06,23,35,-4,224.7
AU_QLD_098,2008,06,24,15,3,168.3
AU_QLD_098,2008,06,25,16,5,185.2
AU_QLD_098,2008,06,26,5,-5,331.3
AU_QLD_098,2008,06,27,15,8,169.0
AU_QLD_098,2008,06,28,1,-5,262.6
AU_QLD_098,2008,06,29,27,14,254.5
AU_QLD_098,2008,06,30,2,-5,376.1
AU_QLD_098,2008,07,01,10,0,263.5
AU_QLD_098,2008,07,02,3,-3,192.7
AU_QLD_098,2008,07,03,1,-5,133.6
AU_QLD_098,2008,07,04,21,7,336.5
AU_QLD_098,2008,07,05,1,-5,332.3
AU_QLD_098,2008,07,06,17,0,300.3
AU_QLD_098,2008,07,07,29,3,319.1
AU_QLD_098,2008,07,08,27,0,123.5
AU_QLD_098,2008,07,09,33,5,326.1
AU_QLD_098,2008,07,10,8,-3,148.0
AU_QLD_098,2008,07,11,36,21,299.0
AU_QLD_098,2008,07,12,32,-1,146.6
AU_QLD_098,2008,07,13,38,24,136.3
AU_QLD_098,2008,07,14,4,-2,145.6
AU_QLD_098,2008,07,15,26,1,186.8
AU_QLD_098,2008,07,16,32,1,62.6
AU_QLD_098,2008,07,17,21,-1,145.5
AU_QLD_098,2008,07,18,2,-5,313.3
AU_QLD_098,2008,07,19,28,0,205.5
AU_QLD_098,2008,07,20,0,-1,54.2
AU_QLD_098,2008,07,21,2,-5,306.2
AU_QLD_098,2008,07,22,14,8,39.2
AU_QLD_098,2008,07,23,7,-2,356.1
AU_QLD_098,2008,07,24,29,22,195.0
AU_QLD_098,2008,07,25,25,2,203.7
AU_QLD_098,2008,07,26,4,-4,98.3
AU_QLD_098,2008,07,27,30,1,320.8
AU_QLD_098,2008,07,28,35,18,302.4
AU_QLD_098,2008,07,29,0,0,366.8
AU_QLD_098,2008,07,30,35,15,36.0
AU_QLD_098,2008,07,31,39,20,129.2
AU_QLD_098,2008,08,01,6,-1,288.7
AU_QLD_098,2008,08,02,34,18,89.5
AU_QLD_098,2008,08,03,12,5,212.0
AU_QLD_098,2008,08,04,22,14,376.0
AU_QLD_098,2008,08,05,36,-2,81.6
AU_QLD_098,2008,08,06,36,2,175.1
AU_QLD_098,2008,08,07,14,8,43.1
AU_QLD_098,2008,08,08,39,26,69.7
AU_QLD_098,2008,08,09,0,-6,120.8
AU_QLD_098,2008,08,10,27,-4,207.1
AU_QLD_098,2008,08,11,21,8,145.0
AU_QLD_098,2008,08,12,15,2,328.4
AU_QLD_098,2008,08,13,7,-3,192.3
AU_QLD_098,2008,08,14,19,9,10.4
AU_QLD_098,2008,08,15,29,21,288.1
AU_QLD_098,2008,08,16,26,3,19.1
AU_QLD_098,2008,08,17,5,-2,160.2
AU_QLD_098,2008,08,18,25,18,145.3
AU_QLD_098,2008,08,19,27,18,111.5
AU_QLD_098,2008,08,20,21,14,5.5
AU_QLD_098,2008,08,21,15,-5,241.6
AU_QLD_098,2008,08,22,9,0,3.5
AU_QLD_098,2008,08,23,19,5,168.4
AU_QLD_098,2008,08,24,29,-2,336.5
AU_QLD_098,2008,08,25,2,-5,235.1
AU_QLD_098,2008,08,26,39,-3,322.2
AU_QLD_098,2008,08,27,18,10,370.8
AU_QLD_098,2008,08,28,13,1,259.8
AU_QLD_098,2008,08,29,34,1,295.2
AU_QLD_098,2008,08,30,17,9,318.3
AU_QLD_098,2008,08,31,20,9,358.8
AU_QLD_098,2008,09,01,35,26,128.5
AU_QLD_098,2008,09,02,19,6,29.8
AU_QLD_098,2008,09,03,34,6,232.6
AU_QLD_098,2008,09,04,6,-1,140.0
AU_QLD_098,2008,09,05,11,1,6.0
AU_QLD_098,2008,09,06,35,4,214.1
AU_QLD_098,2008,09,07,15,7,351.3
AU_QLD_098,2008,09,08,4,-3,286.5
AU_QLD_098,2008,09,09,17,2,87.8
AU_QLD_098,2008,09,10,21,-2,74.1
AU_QLD_098,2008,09,11,21,7,309.4
AU_QLD_098,2008,09,12,3,-3,307.0
AU_QLD_098,2008,09,13,2,-4,66.3
AU_QLD_098,2008,09,14,22,9,18.8
AU_QLD_098,2008,09,15,16,7,393.3
AU_QLD_098,2008,09,16,7,-3,292.3
AU_QLD_098,2008,09,17,19,-4,200.8
AU_QLD_098,2008,09,18,10,1,55.4
AU_QLD_098,2008,09,19,5,-5,398.0
AU_QLD_098,2008,09,20,29,15,26.1
AU_QLD_098,2008,09,21,23,-2,282.2
AU_QLD_098,2008,09,22,15,5,144.4
AU_QLD_098,2008,09,23,8,-5,290.2
AU_QLD_098,2008,09,24,9,-3,253.8
AU_QLD_098,2008,09,25,12,0,137.5
AU_QLD_098,2008,09,26,8,-4,231.5
AU_QLD_098,2008,09,27,22,-3,54.0
AU_QLD_098,2008,09,28,0,-4,5.4
AU_QLD_098,2008,09,29,5,-3,308.7
AU_QLD_098,2008,09,30,18,-4,19.6
AU_QLD_098,2008,10,01,10,1,348.1
AU_QLD_098,2008,10,02,6,-4,204.8
AU_QLD_098,2008,10,03,16,2,76.8
AU_QLD_098,2008,10,04,1,-5,62.5
AU_QLD_098,2008,10,05,27,7,131.5
AU_QLD_098,2008,10,06,8,-1,281.8
AU_QLD_098,2008,10,07,9,3,162.0
AU_QLD_098,2008,10,08,11,-5,159.8
AU_QLD_098,2008,10,09,19,4,299.2
AU_QLD_098,2008,10,10,18,8,21.5
AU_QLD_098,2008,10,11,4,-3,166.4
AU_QLD_098,2008,10,12,35,4,288.2
AU_QLD_098,2008,10,13,8,-1,199.3
AU_QLD_098,2008,10,14,9,-5,249.5
AU_QLD_098,2008,10,15,38,26,392.0
AU_QLD_098,2008,10,16,22,6,329.4
AU_QLD_098,2008,10,17,30,22,165.3
AU_QLD_098,2008,10,18,25,10,397.7
AU_QLD_098,2008,10,19,4,-3,346.4
AU_QLD_098,2008,10,20,16,6,130.1
AU_QLD_098,2008,10,21,34,4,71.1
AU_QLD_098,2008,10,22,7,1,265.8
AU_QLD_098,2008,10,23,25,1,188.4
AU_QLD_098,2008,10,24,7,-4,196.2
AU_QLD_098,2008,10,25,16,3,108.8
AU_QLD_098,2008,10,26,39,32,279.7
AU_QLD_098,2008,10,27,35,19,334.6
AU_QLD_098,2008,10,28,6,-2,391.7
AU_QLD_098,2008,10,29,13,2,150.7
AU_QLD_098,2008,10,30,30,-2,350.3
AU_QLD_098,2008,10,31,21,-3,272.1
AU_QLD_098,2008,11,01,18,-1,132.0
AU_QLD_098,2008,11,02,36,28,198.5
AU_QLD_098,2008,11,03,17,-4,103.5
AU_QLD_098,2008,11,04,37,5,356.3
AU_QLD_098,2008,11,05,39,33,276.1
AU_QLD_098,2008,11,06,4,-3,362.5
AU_QLD_098,2008,11,07,3,-4,186.1
AU_QLD_098,2008,11,08,39,4,345.7
AU_QLD_098,2008,11,09,27,3,254.3
AU_QLD_098,2008,11,10,15,-3,68.8
AU_QLD_098,2008,11,11,1,-5,289.8
AU_QLD_098,2008,11,12,31,22,241.4
AU_QLD_098,2008,11,13,25,-3,203.0
AU_QLD_098,2008,11,14,36,26,389.1
AU_QLD_098,2008,11,15,16,-3,244.6
AU_QLD_098,2008,11,16,2,-4,27.7
AU_QLD_098,2008,11,17,30,3,276.3
AU_QLD_098,2008,11,18,5,-4,93.6
AU_QLD_098,2008,11,19,28,11,234.4
AU_QLD_098,2008,11,20,37,12,73.2
AU_QLD_098,2008,11,21,22,15,306.8
AU_QLD_098,2008,11,22,32,15,284.0
AU_QLD_098,2008,11,23,34,12,157.5
AU_QLD_098,2008,11,24,19,5,330.2
AU_QLD_098,2008,11,25,7,-3,396.1
AU_QLD_098,2008,11,26,25,2,324.8
AU_QLD_098,2008,11,27,22,9,357.6
AU_QLD_098,2008,11,28,10,2,399.3
AU_QLD_098,2008,11,29,12,-5,108.2
AU_QLD_098,2008,11,30,28,18,67.1
AU_QLD_098,2008,12,01,37,12,346.4
AU_QLD_098,2008,12,02,14,6,137.4
AU_QLD_098,2008,12,03,34,11,186.0
AU_QLD_098,2008,12,04,31,24,220.4
AU_QLD_098,2008,12,05,20,5,150.8
AU_QLD_098,2008,12,06,35,27,232.4
AU_QLD_098,2008,12,07,38,27,142.1
AU_QLD_098,2008,12,08,38,-2,174.6
AU_QLD_098,2008,12,09,14,5,160.8
AU_QLD_098,2008,12,10,22,14,125.8
AU_QLD_098,2008,12,11,35,20,320.3
AU_QLD_098,2008,12,12,4,-3,154.8
AU_QLD_098,2008,12,13,24,18,290.7
AU_QLD_098,2008,12,14,11,-3,233.7
AU_QLD_098,2008,12,15,7,-3,42.7
AU_QLD_098,2008,12,16,31,4,176.8
AU_QLD_098,2008,12,17,39,9,387.4
AU_QLD_098,2008,12,18,39,13,74.6
AU_QLD_098,2008,12,19,7,0,276.2
AU_QLD_098,2008,12,20,4,-4,274.1
AU_QLD_098,2008,12,21,15,2,283.3
AU_QLD_098,2008,12,22,15,7,275.4
AU_QLD_098,2008,12,23,29,7,390.3
AU_QLD_098,2008,12,24,14,-2,47.7
AU_QLD_098,2008,12,25,38,32,229.6
AU_QLD_098,2008,12,26,30,15,20.8
AU_QLD_098,2008,12,27,8,-4,89.5
AU_QLD_098,2008,12,28,18,7,215.6
AU_QLD_098,2008,12,29,38,22,40.0
AU_QLD_098,2008,12,30,2,-4,29.2
AU_QLD_098,2008,12,31,27,4,22.5
AU_QLD_098,2009,01,01,28,19,221.2
AU_QLD_098,2009,01,02,13,2,140.8
AU_QLD_098,2009,01,03,23,17,15.3
AU_QLD_098,2009,01,04,19,1,4.8
AU_QLD_098,2009,01,05,2,-5,319.5
AU_QLD_098,2009,01,06,23,13,26.2
AU_QLD_098,2009,01,07,17,10,106.5
AU_QLD_098,2009,01,08,29,5,236.2
AU_QLD_098,2009,01,09,8,-4,126.2
AU_QLD_098,2009,01,10,33,19,187.7
AU_QLD_098,2009,01,11,13,-1,158.6
AU_QLD_098,2009,01,12,29,-3,328.5
AU_QLD_098,2009,01,13,1,-5,380.0
AU_QLD_098,2009,01,14,24,4,343.8
AU_QLD_098,2009,01,15,23,17,45.4
AU_QLD_098,2009,01,16,7,1,238.0
AU_QLD_098,2009,01,17,4,-5,120.7
AU_QLD_098,2009,01,18,23,-5,118.8
AU_QLD_098,2009,01,19,37,6,150.4
AU_QLD_098,2009,01,20,24,17,313.5
AU_QLD_098,2009,01,21,27,2,227.8
AU_QLD_098,2009,01,22,35,15,338.6
AU_QLD_098,2009,01,23,17,6,171.1
AU_QLD_098,2009,01,24,21,12,399.3
AU_QLD_098,2009,01,25,4,-4,349.4
AU_QLD_098,2009,01,26,33,11,306.6
AU_QLD_098,2009,01,27,34,-5,315.7
AU_QLD_098,2009,01,28,1,-5,123.5
AU_QLD_098,2009,01,29,11,1,23.6
AU_QLD_098,2009,01,30,22,-2,335.1
AU_QLD_098,2009,01,31,11,-3,296.7
AU_QLD_098,2009,02,01,18,-3,228.1
AU_QLD_098,2009,02,02,21,14,258.3
AU_QLD_098,2009,02,03,29,20,194.1
AU_QLD_098,2009,02,04,25,8,129.2
AU_QLD_098,2009,02,05,5,-2,146.0
AU_QLD_098,2009,02,06,38,32,286.8
AU_QLD_098,2009,02,07,3,-3,306.3
AU_QLD_098,2009,02,08,8,-1,39.0
AU_QLD_098,2009,02,09,28,2,399.4
AU_QLD_098,2009,02,10,35,23,75.0
AU_QLD_098,2009,02,11,14,-1,26.6
AU_QLD_098,2009,02,12,13,3,139.4
AU_QLD_098,2009,02,13,14,-2,3.6
